season	rank	name	qty	category	isFirst
2	51	Atoms	150	currency
2	52	Gold Bullion	50	currency
2	53	Red Viper Combat Armor Paint		skin
2	54	Watching You Emote		emote
2	55	Perk Card Pack	1	consumable
2	56	Armor Ace Wallpaper		camp
2	57	Lunchboxes	3	consumable
2	58	Armor Ace Power Armor X-01 Paint		skin
2	59	Rust Bucket Hammer (Super Sledge)		skin
2	60	Atoms	150	currency
2	61	Legendary Scrip	250	currency
2	62	Red Viper Scout Armor Paint		skin
2	63	Scrap Kit	6	consumable
2	64	I Hear No Evil Pose		photomode
2	65	Perk Card Pack	1	consumable
2	66	Brickhouse Player Icon		playerIcon
2	67	Lunchboxes	3	consumable
2	68	Armor Ace Power Armor Ultracite Paint		skin
2	69	Armor Ace Laser Shooting Gallery		camp
2	70	Atoms	150	currency
2	71	Gold Bullion	100	currency
2	72	Red Viper Marine Armor Paint		skin
2	73	Basic Repair Kits	3	consumable
2	74	Power Patrol Player Icon		playerIcon
2	75	Perk Card Pack	2	consumable
2	76	Brotherhood of Steel Field Station		camp
2	77	Lunchboxes	3	consumable
2	78	Armor Ace Power Armor T-65 Paint		skin
2	79	Tropic Lightning Camo Skin (Handmade Rifle)		skin
2	80	Atoms	150	currency
2	81	Legendary Scrip	250	currency
2	82	Red Viper Secret Service Armor Paint		skin
2	83	Scrap Kit	15	consumable
2	84	I Speak No Evil Pose		photomode
2	85	Perk Card Pack	2	consumable
2	86	Armor Ace Backpack		skin
2	87	Lunchboxes	6	consumable
2	88	Armor Ace Jetpack		skin
2	89	Mind Blown Emote		emote
2	90	Atoms	150	currency
2	91	Gold Bullion	100	currency
2	92	Tanker Helmet		apparel
2	93	Basic Repair Kits	15	consumable
2	94	Special Issue Gauss Pistol Paint		skin
2	95	Perk Card Pack	3	consumable
2	96	The Subjugator Mask		apparel
2	97	Lunchboxes	9	consumable
2	98	The Subjugator Outfit		apparel
2	99	Greenhouse Set		camp
2	100	Armor Ace Eagle Stein		camp
2	100	Atoms	500	currency
2	100	Framed Armor Ace Gameboard		camp
2	100	Ace Full Assault Player Icon		playerIcon
2	100	Ace Full Assault Power Armor Paint		skin
3	2	KD Inkwell Player Icon		playerIcon
3	3	Turbo-Fert Fertilizer	10	consumable
3	4	Perfect Bubblegum	1	consumable
3	5	Antique Speed Bag		camp
3	5	Brotherhood Photomode Frame		photomode	TRUE
3	6	Clean Office Cabinet		camp
3	7	Lunchbox	3	consumable
3	8	Vault Bed		camp
3	9	Medium Vault-Tec Supply Package		consumable
3	10	Atoms	150	currency
3	11	Caps	2500	currency
3	12	Basic Repair Kit	3	consumable
3	12	Brotherhood Player Icon		playerIcon	TRUE
3	13	Large Vault-Tec Supply Package		consumable
3	14	Sportsman Paint		skin
3	15	Perk Card Pack	1	consumable
3	16	Legendary Scrip	50	currency
3	17	Lunchbox	3	consumable
3	18	Guild of Antiquities T-45 Power Armor Paint		skin
3	19	Vault Nightstand		camp
3	20	Atoms	150	currency
3	20	Lunchbox	3	consumable	TRUE
3	21	Gold Bullion	50	currency
3	22	Daring Adventures Photomode Frame		photomode
3	23	Perfect Bubblegum	1	consumable
3	24	Clean Hospital Bed		camp
3	25	Lite Ally: Yasmin Chowdhury		camp
3	26	Perk Card Pack	2	consumable
3	27	Lunchbox	3	consumable
3	28	Guild of Antiquities T-51b Power Armor Paint		skin
3	29	Vault Desk		camp
3	30	Atoms	150	currency
3	31	Caps	2500	currency
3	32	Red Rocket Backpack Flair		apparel
3	33	Scrap Kit	3	consumable
3	34	KD Inkwell's Quill Player Icon		playerIcon
3	35	Perk Card Pack	2	consumable
3	35	Herringbone Wood Floor and Foundations		camp	TRUE
3	36	Legendary Scrip	100	currency
3	37	Lunchbox	3	consumable
3	38	Guild of Antiquities Excavator Power Armor Paint		skin
3	39	Clean Industrial Fan		camp
3	40	Atoms	150	currency
3	41	Gold Bullion	50	currency
3	42	KD Inkwell's Quill Paint		skin
3	43	Perfect Bubblegum	1	consumable
3	44	Taking Off Pose		photomode
3	45	Perk Card Pack	1	consumable
3	46	Black Rubber Mat		camp
3	47	Lunchbox	3	consumable
3	48	Guild of Antiquities T-60 Power Armor Paint		skin
3	49	Atoms	150	currency
3	50	Lite Ally: Solomon Hardy		camp
3	50	Lunchbox	3	consumable	TRUE
3	51	Atoms	150	currency
3	52	Caps	2500	currency
3	53	Clean Toilet		camp
3	54	Perfect Bubblegum	1	consumable
3	55	Perk Card Pack	1	consumable
3	56	10mm Pistol Settler Paint		skin
3	57	Lunchbox	3	consumable
3	58	Guild of Antiquities X-01 Power Armor Paint		skin
3	59	Vault Tile White Floors		camp
3	60	Atoms	150	currency
3	61	Legendary Scrip	250	currency
3	62	Scrap Kit	6	consumable
3	63	Cynnoc Player Icon		playerIcon
3	64	Legendary Module	3	other
3	65	Perk Card Pack	1	consumable
3	65	American Tank Helmet		apparel	TRUE
3	66	Vintage Tacklebox Loot Bag		skin
3	67	Perfect Bubblegum	1	consumable
3	68	Guild of Antiquities Ultracite Power Armor Paint		skin
3	69	Vintage Shelter Wallpaper		camp
3	70	Atoms	150	currency
3	71	Gold Bullion	100	currency
3	72	Screaming Eagle Wood Skin (Handmade Rifle)		skin
3	73	Legendary Module	5	other
3	74	Carpeteria Vault-Tec Floor and Foundations		camp
3	75	Perk Card Pack	2	consumable
3	76	Red Rocket Mini Mart		camp
3	77	Lunchbox	3	consumable
3	78	Guild of Antiquities T-65 Power Armor Paint		skin
3	79	Gold Bullion	250	currency
3	80	Atoms	150	currency
3	80	Lunchbox	3	consumable	TRUE
3	81	Legendary Scrip	250	currency
3	82	Vault Fireplace		camp
3	83	Scrap Kit	15	consumable
3	84	Jumping Pose		photomode
3	85	Perk Card Pack	1	consumable
3	86	Armor Ace Helmet Backpack Flair		apparel
3	87	Perfect Bubblegum	3	consumable
3	88	Vertiguard Jetpack		skin
3	89	Gold Bot		camp
3	90	Atoms	150	currency
3	91	Gold Bullion	250	currency
3	92	KD Inkwell's Chronotron Backpack		skin
3	93	Basic Repair Kit	15	consumable
3	94	Presidential Paint (Gauss Rifle)		skin
3	95	Perk Coin	50	currency
3	95	Clandestine Service T-65 Power Armor Paint		skin	TRUE
3	96	Guild of Antiquities Stein		camp
3	97	Lunchbox	9	consumable
3	98	K.D. Inkwell Outfit		apparel
3	99	Heavy Vault Door		camp
3	100	Vertiguard Paint		skin
3	100	Framed Scribe of Avalon Gameboard		camp
3	100	Atoms	500	currency
4	2	Cold Steel Player Icon		playerIcon
4	3	Medium Vault-Tec Supply Package	1	consumable
4	4	Carry Weight Booster	1	consumable
4	5	Beekeeper's Beehive		camp
4	5	Lunchbox	3	consumable	TRUE
4	6	Platinum Backpack Flair		apparel
4	7	Sugar-free Nukashine	3	consumable
4	8	Tree Branch Chandelier		camp
4	9	Tadpole Badge	3	currency
4	10	Atoms	150	currency
4	11	Caps	1000	currency
4	12	Hunting Lever Action Rifle Paint		skin
4	13	Large Vault-Tec Supply Package		consumable
4	14	Mister Shivers Player Icon		playerIcon
4	15	Perk Card Pack	1	other
4	15	Slalom Pose		photomode	TRUE
4	16	Vault Tile Checkered Floors		camp
4	17	Lunchbox	3	consumable
4	18	Yukon Five T-45 Power Armor Paint		skin
4	19	Scrap Kit	3	consumable
4	20	Atoms	150	currency
4	21	Legendary Scrip	250	currency
4	22	Brickhouse Backpack Flair		apparel
4	23	Fireworks	10	consumable
4	24	Perfectly Preserved Pie	1	consumable
4	25	Female Mannequin		camp
4	25	Male Mannequin		camp
4	25	Lunchbox	3	consumable	TRUE
4	26	Perk Card Pack	1	other
4	27	Basic Repair Kit	3	consumable
4	28	Yukon Five T-51b Power Armor Paint		skin
4	29	Starburst Brick Floor and Foundations		camp
4	30	Atoms	150	currency
4	31	Gold Bullion	250	currency
4	32	Beekeeper Outfit		apparel
4	33	Carry Weight Booster	1	consumable
4	34	Beekeeper Hat		apparel
4	35	Perk Card Pack	1	other
4	35	Hot Dog Pose		photomode	TRUE
4	36	Death's Breath Flamer Skin		skin
4	37	Lunchbox	3	consumable
4	38	Yukon Five Excavator Power Armor Paint		skin
4	39	Perfect Bubblegum	1	consumable
4	40	Atoms	150	currency
4	41	Caps	2500	currency
4	42	Power Patrol Red Beret		apparel
4	43	Basic Repair Kit	3	consumable
4	44	Cannonball Pose		photomode
4	45	Perk Card Pack	1	other
4	45	Lunchbox	3	consumable	TRUE
4	46	Armor Ace Paint (Handmade Rifle)		skin
4	47	Sugar-free Nukashine	3	consumable
4	48	Yukon Five T-60 Power Armor Paint		skin
4	49	Atoms	150	currency
4	50	Nuka-Cola Collectron Station		camp
4	51	Atoms	150	currency
4	52	Legendary Scrip	250	currency
4	53	Carry Weight Booster	1	consumable
4	54	Commissioner Chaos Player Icon		playerIcon
4	55	Perk Card Pack	1	other
4	55	Dungeon Wallpaper		camp	TRUE
4	56	Armor Ace Power Armor Station		camp
4	57	Lunchbox	3	consumable
4	58	Yukon Five X-01 Power Armor Paint		skin
4	59	Scrap Kit	6	consumable
4	60	Atoms	150	currency
4	61	Gold Bullion	250	currency
4	62	Power Patrol Fatigues		apparel
4	63	Nuclear Keycard	5	other
4	64	Icebreaker Player Icon		playerIcon
4	65	Perk Card Pack	1	other
4	65	Lunchbox	3	consumable	TRUE
4	66	Icebreaker Skin		skin
4	67	Basic Repair Kit	6	consumable
4	68	Yukon Five Ultracite Power Armor Paint		skin
4	69	Gold Toilet		camp
4	70	Atoms	150	currency
4	71	Caps	2500	currency
4	72	Armor Ace Backpack Flair		apparel
4	73	Carry Weight Booster	1	consumable
4	74	Skiing Pose		photomode
4	75	Perk Card Pack	2	other
4	75	Red Viper Paint (Handmade Rifle)		skin	TRUE
4	76	Yukon Five T-65 Power Armor Paint		skin
4	77	Lunchbox	3	consumable
4	78	Cold Steel Floors		camp
4	79	Perfect Bubblegum	3	consumable
4	80	Atoms	150	currency
4	81	Legendary Scrip	250	currency
4	82	Dungeon Floor and Foundations		camp
4	83	Basic Repair Kit	9	consumable
4	84	Double Tap Player Icon		playerIcon
4	85	Perk Card Pack	1	other
4	85	Lunchbox	3	consumable	TRUE
4	86	Armor Ace Paint (Gatling Plasma)		skin
4	87	Sugar-free Nukashine	3	consumable
4	88	Commissioner Chaos Power Armor Paint		skin
4	89	Cold Steel Wallpaper		camp
4	90	Atoms	150	currency
4	91	Gold Bullion	250	currency
4	92	Flamethrower Tanks Backpack		apparel
4	93	Lunchbox	15	consumable
4	94	Cold Steel Beer Stein		camp
4	95	Perk Coin	50	currency
4	95	Atomic Ranger Power Armor Skin		skin	TRUE
4	96	Power Patrol Blue Beret		apparel
4	97	Carry Weight Booster	3	consumable
4	98	Icebreaker Outfit		apparel
4	99	Brotherhood of Steel Infantry Statue		camp
4	100	Complete Chaos Power Armor Paint		skin
4	100	Framed Cold Steel Gameboard		camp
4	100	Complete Chaos Player Icon		playerIcon
4	100	Atoms	500	currency
5	2	KD Inkwell Escape Player Icon		playerIcon
5	3	Medium Vault-Tec Supply Package	1	consumable
5	4	Carry Weight Booster	1	consumable
5	5	Fortune Teller Machine		camp
5	5	Lunchbox	3	consumable	TRUE
5	6	KD Inkwell Backpack Flair		skin
5	7	Lunchbox	3	consumable
5	8	MIND Propaganda Poster		camp
5	9	Legendary Module	3	other
5	10	Atoms	150	currency
5	11	Caps	500	currency
5	12	Blood Eagle Charmer Hat		apparel
5	13	Large Vault-Tec Supply Package	1	consumable
5	14	Green Skull Player Icon		playerIcon
5	15	Perk Card Pack	1	consumable
5	15	Cardinal Bird Cage		camp	TRUE
5	16	MIND Recruitment Poster		camp
5	17	Lunchbox	3	consumable
5	18	MIND T-45 Power Armor Paint		skin
5	19	Legendary Core	3	other
5	20	Atoms	150	currency
5	21	Caps	1000	currency
5	22	Alistair Backpack Flair		skin
5	23	Perfect Bubblegum	3	consumable
5	24	Open and Closed Sign		camp
5	25	Chassis Display Frame		camp
5	25	Carry Weight Booster	3	consumable	TRUE
5	26	Perk Card Pack	1	consumable
5	27	Nuclear Keycard	5	other
5	28	MIND T-51 Power Armor Paint		skin
5	29	Legendary Scrip	100	currency
5	30	Atoms	150	currency
5	31	Gold Bullion	100	currency
5	32	Raider Goon Outfit		apparel
5	33	Scrap Kit	3	consumable
5	34	42nd Century Player Icon		playerIcon
5	35	Perk Card Pack	1	consumable
5	35	Brotherhood of Steel Kit		camp	TRUE
5	36	MIND Laser Gatling Paint		skin
5	37	Lunchbox	3	consumable
5	38	MIND Excavator Power Armor Paint		skin
5	39	Legendary Core	5	other
5	40	Atoms	150	currency
5	41	Caps	1000	currency
5	42	Raider Goon Helmet		apparel
5	43	Basic Repair Kit	3	consumable
5	44	Jumping the Gap Pose		photomode
5	45	Perk Card Pack	1	consumable
5	45	Lunchbox	3	consumable	TRUE
5	46	Blood Eagle Paint (The Fixer)		skin
5	47	Legendary Module	5	other
5	48	MIND T-60 Power Armor Paint		skin
5	49	Atoms	150	currency
5	50	Stairs with Posts		camp
5	51	Atoms	150	currency
5	52	Caps	2500	currency
5	53	Carry Weight Booster	3	consumable
5	54	MIND Overlord Player Icon		playerIcon
5	55	Perk Card Pack	1	consumable
5	55	Guild of Antiquities Diamond Floor and Foundations		camp	TRUE
5	56	Blood Eagle Charmer Blouse Outfit		apparel
5	57	Lunchbox	3	consumable
5	58	MIND X-01 Power Armor Paint		skin
5	59	Legendary Module	5	other
5	60	Atoms	150	currency
5	61	Gold Bullion	100	currency
5	62	Blood Eagle Charmer Leather Outfit		apparel
5	63	Scrap Kit	3	consumable
5	64	Orange MIND Player Icon		playerIcon
5	65	Perk Card Pack	1	consumable
5	65	Carry Weight Booster	3	consumable	TRUE
5	66	Valorous Alistair Paint (Gatling Plasma)		skin
5	67	Liquid Courage	1	consumable
5	68	MIND Ultracite Power Armor Paint		skin
5	69	Legendary Scrip	250	currency
5	70	Atoms	150	currency
5	71	Gold Bullion	250	currency
5	72	MIND Overlord Backpack Flair		skin
5	73	Basic Repair Kit	6	consumable
5	74	Battlecry Pose		photomode
5	75	Perk Card Pack	1	consumable
5	75	MIND Nuka-Cola Poster		camp	TRUE
5	76	MIND T-65 Power Armor Paint		skin
5	77	Lunchbox	3	consumable
5	78	Washer and Dryer Set		camp
5	79	Legendary Module	5	other
5	80	Atoms	150	currency
5	81	Caps	2500	currency
5	82	Legendary Module	5	other
5	83	Carry Weight Booster	3	consumable
5	84	KD Inkwell Dashing Player Icon		playerIcon
5	85	Perk Card Pack	1	consumable
5	85	Lunchbox	3	consumable	TRUE
5	86	Valorous Alistair (Sword)		skin
5	87	Lunchbox	9	consumable
5	88	MIND Power Armor Paint		skin
5	89	Legendary Scrip	250	currency
5	90	Atoms	150	currency
5	91	Gold Bullion	250	currency
5	92	Alistair's Chronotron Backpack		skin
5	93	MIND Overlord Beer Stein		camp
5	94	Triumphant Alistair Emote		emote
5	95	Perk Coins	50	currency
5	95	Armor Ace Chassis Display Frame		camp	TRUE
5	96	Valorous Alistair Headwear		apparel
5	97	Legendary Core	5	other
5	98	Valorous Alistair Outfit		apparel
5	99	Red Rocket Collectron Station		camp
5	100	MIND Velox		skin
5	100	Framed Escape Gameboard		camp
5	100	Alistair Player Icon		playerIcon
5	100	Atoms	500	currency
6	2	Manta Man Sidekick Mask		apparel
6	3	Medium Vault-Tec Supply Package	1	consumable
6	4	Manta Man Player Icon		playerIcon
6	5	Demolisher Mask		apparel
6	5	Lunchbox	3	consumable	TRUE
6	6	Carry Weight Booster	3	consumable
6	7	Lunchbox	3	consumable
6	8	Manta Man Posters		camp
6	9	Legendary Module	3	other
6	10	Atoms	150	currency
6	11	Caps	500	currency
6	12	Manta Man Sidekick Costume and Underarmor		apparel
6	13	Large Vault-Tec Supply Package	1	consumable
6	14	Pyramind Player Icon		playerIcon
6	15	Perk Card Pack	1	consumable
6	15	T51 Helmet Backpack Flair		apparel	TRUE
6	16	Silver Shroud Backpack Flair		apparel
6	17	Lunchbox	3	consumable
6	18	Mistress T-45 Power Armor Paint		skin
6	19	Legendary Core	3	other
6	20	Atoms	150	currency
6	21	Caps	1000	currency
6	22	Inspector Sidekick Glasses		apparel
6	23	Perfect Bubblegum	3	consumable
6	24	Inspector Player Icon		playerIcon
6	25	Lite Ally: Daphne		camp
6	25	Carry Weight Booster	3	consumable	TRUE
6	26	Perk Card Pack	1	consumable
6	27	Nuclear Keycard	5	other
6	28	Mistress T-51 Power Armor Paint		skin
6	29	Legendary Scrip	100	currency
6	30	Atoms	150	currency
6	31	Gold Bullion	100	currency
6	32	Inspector Sidekick Costume and Underarmor		apparel
6	33	Scrap Kit	3	consumable
6	34	Quick Draw Pose		photomode
6	35	Perk Card Pack	1	consumable
6	35	SamurEye Player Icon		playerIcon	TRUE
6	36	Antique Gas Pump Brewing Workbench		camp
6	37	Lunchbox	3	consumable
6	38	Mistress Excavator Power Armor Paint		skin
6	39	Legendary Core	5	other
6	40	Atoms	150	currency
6	41	Caps	1000	currency
6	42	Silver Shroud Sidekick Mask		apparel
6	43	Basic Repair Kit	3	consumable
6	44	Silver Shroud Player Icon		playerIcon
6	45	Perk Card Pack	1	consumable
6	45	Lunchbox	3	consumable	TRUE
6	46	Silver Shroud Paint (Tesla Rifle)		skin
6	47	Legendary Module	3	other
6	48	Mistress T-60 Power Armor Paint		skin
6	49	Atoms	150	currency
6	50	Lite Ally: Maul		camp
6	51	Atoms	150	currency
6	52	Caps	2500	currency
6	53	Carry Weight Booster	3	consumable
6	54	Silver Shroud Sidekick Costume and Underarmor		apparel
6	55	Perk Card Pack	1	consumable
6	55	Green Shag Carpet Floor and Foundations		camp	TRUE
6	56	Grognak Tile Floor and Foundations		camp
6	57	Lunchbox	3	consumable
6	58	Mistress X-01 Power Armor Paint		skin
6	59	Legendary Module	5	other
6	60	Atoms	150	currency
6	61	Gold Bullion	100	currency
6	62	Mistress Sidekick Mask		apparel
6	63	Scrap Kit	6	consumable
6	64	Mistress of Mystery Player Icon		playerIcon
6	65	Perk Card Pack	1	consumable
6	65	Carry Weight Booster	3	consumable	TRUE
6	66	Judgement of Set Paint		skin
6	67	Liquid Courage	1	consumable
6	68	Mistress Ultracite Power Armor Paint		skin
6	69	Legendary Scrip	250	currency
6	70	Atoms	150	currency
6	71	Gold Bullion	250	currency
6	72	Mistress Sidekick Costume and Underarmor		apparel
6	73	Basic Repair Kit	6	consumable
6	74	Mean Green Pose		photomode
6	75	Perk Card Pack	1	consumable
6	75	Unstoppables Vs Dr. Brainwash		camp	TRUE
6	76	Mistress T-65 Power Armor Paint		skin
6	77	Lunchbox	3	consumable
6	78	Wasteland Gong		camp
6	79	Legendary Module	5	other
6	80	Atoms	150	currency
6	81	Caps	2500	currency
6	82	Grognak Wallpaper		camp
6	83	Carry Weight Booster	3	consumable
6	84	Grognak Player Icon		playerIcon
6	85	Perk Card Pack	1	consumable
6	85	Lunchbox	3	consumable	TRUE
6	86	Grognak's Other Axe		skin
6	87	Lunchbox	9	consumable
6	88	SamurEye Power Armor		skin
6	89	Legendary Scrip	250	currency
6	90	Atoms	150	currency
6	91	Gold Bullion	250	currency
6	92	Grognak Backpack Flair		apparel
6	93	Grognak's Mead Grog-Mug		camp
6	94	Fighting Stance Pose		photomode
6	95	Perk Coins	50	currency
6	95	Demolisher Outfit		apparel	TRUE
6	96	Grognak Sidekick Mask		apparel
6	97	Legendary Core	10	other
6	98	FETCH Collectron Station		camp
6	99	Grognak Sidekick Costume and Underarmor		apparel
6	100	Diabolical Power Armor		skin
6	100	Unstoppables! Gameboard		camp
6	100	Catarax Player Icon		playerIcon
6	100	Atoms	500	currency
7	2	Legendary Module	10	other
7	3	Carry Weight Booster	3	consumable
7	4	Gold Bullion	50	currency
7	5	West Virginia Slot Machine		camp
7	5	Lunchbox	3	consumable	TRUE
7	6	Medium Vault-Tec Supply Package	1	consumable
7	7	Lunchbox	3	consumable
7	8	Clean Blue Suit		apparel
7	9	Legendary Module	3	other
7	10	Atoms	150	currency
7	11	Caps	500	currency
7	12	Framed Dr. Zorbo Poster		camp
7	13	Large Vault-Tec Supply Package	1	consumable
7	14	General Confusion Player Icon		playerIcon
7	15	Perk Card Pack	1	other
7	15	Baron von Longneck Player Icon		playerIcon	TRUE
7	16	Alien Ship Backpack Flair		apparel
7	17	Lunchbox	3	consumable
7	18	Zorbo T-45 Power Armor Paint		skin
7	19	Legendary Module	3	other
7	20	Atoms	150	currency
7	21	Caps	1000	currency
7	22	Octosaw Plushie		camp
7	23	Basic Repair Kit	3	consumable
7	24	Confusion Emote		emote
7	25	Ally: Katherine Swan		camp
7	25	Carry Weight Booster	3	consumable	TRUE
7	26	Perk Card Pack	1	other
7	27	Nuclear Keycard	5	other
7	28	Zorbo T-51b Power Armor Paint		skin
7	29	Legendary Scrip	100	currency
7	30	Atoms	150	currency
7	31	Gold Bullion	100	currency
7	32	Military Stars Floor and Foundations		camp
7	33	Scrap Kit	3	consumable
7	34	Opus or Obra Player Icon		playerIcon
7	35	Perk Card Pack	1	other
7	35	Pleasant Valley Promo Posters		camp	TRUE
7	36	Watoga Jumpsuit		apparel
7	37	Trail Fireworks	10	consumable
7	38	Zorbo Excavator Power Armor Paint		skin
7	39	Legendary Module	3	other
7	40	Atoms	150	currency
7	41	Caps	1000	currency
7	42	Alien Invasion Shooting Gallery		camp
7	43	Basic Repair Kit	3	consumable
7	44	Jangles Player Icon		playerIcon
7	45	Perk Card Pack	1	other
7	45	Lunchbox	3	consumable	TRUE
7	46	Carry Weight Booster	3	consumable
7	47	Legendary Module	3	other
7	48	Zorbo T-60 Power Armor Paint		skin
7	49	Atoms	150	currency
7	50	Ally: Xerxo		camp
